Year,Quarter,Month,CashGroupCode,BankCode,ExpandPlatform,ExpandPlatformType,ExpandFlowType,ExpandClientType,ExpandProductType1,ExpandProductType2,G10EM,ExpandCurrency1Region,ExpandCurrency2Region,ExpandCurrency1,ExpandCurrency2,ExpandClientRegion,ExpandHourRegion,ExpandClientCountry,ExpandValueDate,Disclosed/Non Disclosed,ExpandClientSubType,SalesCredit,ClientCount,VolumeBucket,ExpandClientCountryRegion,ExpandOrderType,ExpandPlatformVendorName,ExpandTenorBucket,ExpandTradeType,TradeCount,BlockTrade,ExpandTraderLocation,ExpandBookingType,ExpandSalesLocation,SalesCreditMethodology,Onshore/Offshore,Volume
2023,3,7,Group A,Bank D,Bloomberg,MDP,Client,Real Money,Swaps,,EM,,,USD,HUF,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,0
2023,3,7,Group B,Group B,Portware,API,Client,Real Money,Outrights,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,,,0,,,,,,,6916000
2022,2,5,,Bank UT,Currenex,MDP,Client,Real Money,Spot,,G10,,,USD,AUD,AMER,,,,,,0,,,,,,,,134,,,,,,,76824047.75
2022,3,9,Group C,Bank W,Bloomberg,MDP,Client,Other,Outrights,,EM,,,USD,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,25000000
2022,2,6,Group B,Bank Q,360T,MDP,Client,Hedge Fund,Spot,,G10,,,USD,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,17000000
2023,1,2,Group B,Group B,SDP,SDP,Client,Hedge Fund,Spot,,G10,,,USD,DKK,APAC,,,,,,0,,,,,,,,0,,,,,,,120078.7123
2021,4,12,Group C,Group C,FXall,MDP,Client,Bank,Swaps,,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,7268542.25
2021,4,10,,NULL,BidFX,API,Client,Bank,Swaps,,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,152209843.4
2021,2,4,Group A,Group A,Bloomberg,MDP,Client,Bank,Spot,Algo Order - Liquidity Seeking,G10,,,USD,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,210000
2021,1,3,Group C,Bank U,SDP,SDP,Client,Bank,Outrights,,EM,,,EUR,UGX,EMEA,,,,,,0,,,,,,,,0,,,,,,,136891.1
2022,3,8,Group C,Group C,FXSpotStream,API,Client,Hedge Fund,Swaps,,G10,,,USD,AUD,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,32448844.56
2021,2,6,Group B,Bank A,Currenex,MDP,Client,Bank,Spot,,EM,,,JPY,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,129580.03
2024,3,9,Group A,Group A,BidFX,API,Client,Hedge Fund,Outrights,Algo order - Aggressive,G10,,,USD,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,0
2024,2,4,Group B,Bank Q,BidFX,API,Client,Hedge Fund,Spot,,EM,,,EUR,HUF,AMER,,,,,,0,,,,,,,,0,,,,,,,39535168.5
2024,3,8,Group A,Bank D,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,AUD,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,402817314.7
2024,1,3,Group A,Group A,SDP,SDP,Client,Bank,Spot,Algo Order - Time Based,EM,,,USD,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,747106.2946
2024,3,8,Group A,Bank L,360T,MDP,Client,Bank,Swaps,,EM,,,NZD,SGD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,5953879
2022,3,8,Group A,Group A,FXall,MDP,Client,Real Money,Outrights,,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,137922108.5
2022,3,7,Group A,Group A,BidFX,API,Client,Bank,Outrights,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,3000000
2024,1,3,Group A,Group A,FlexTrade,API,Client,Hedge Fund,NDFs,Algo Order - Liquidity Seeking,EM,,,USD,KRW,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,0
2025,2,4,Group B,Bank I,Bloomberg,MDP,Client,Corporate,Spot,,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,52889419.09
2025,1,1,Group C,Group C,FXSpotStream,API,Client,Hedge Fund,Outrights,,EM,,,USD,ILS,AMER,,,,,,0,,,,,,,,0,,,,,,,500000
2022,3,7,Group B,Bank N,FXall,MDP,Client,Bank,Swaps,,G10,,,JPY,CAD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,3588980.96
2022,4,12,Group C,Bank U,FXall,MDP,Client,Bank,Outrights,,G10,,,DKK,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,2055630
2024,4,12,Group B,Bank N,360T,MDP,Client,Corporate,Swaps,,EM,,,USD,CNH,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2022,3,8,Group B,Group B,360T,MDP,Client,Bank,Swaps,,G10,,,USD,NOK,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,7637823.443
2024,2,5,Group C,Bank W,Bloomberg,MDP,Client,Real Money,Spot,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,,,0,,,,,,,36616910.77
2023,3,7,Group A,Group A,FXSpotStream,API,Client,Real Money,Outrights,Algo Order - Liquidity Seeking,G10,,,EUR,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,196026.7924
2023,3,8,Group B,Bank A,Currenex,MDP,Client,Real Money,Swaps,,G10,,,GBP,AUD,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,174106.6
2023,2,6,Group A,Bank D,API,API,Client,Bank,Swaps,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,0
2021,1,2,Group C,Bank O,API,API,Client,Hedge Fund,Outrights,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,,,0,,,,,,,93832889
2023,3,7,Group A,Bank D,API,API,Client,Hedge Fund,Swaps,,EM,,,CAD,CNH,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,0
2023,4,10,Group B,Bank A,SDP,SDP,Client,Bank,Spot,,G10,,,EUR,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,1047986
2024,1,1,,Bank UT,FXSpotStream,API,Client,Real Money,Outrights,,G10,,,EUR,NOK,EMEA,,,,,,0,,,,,,,,4,,,,,,,3039415.688
2024,3,8,Group C,Bank V,Other,Other,Client,Bank,Spot,Fixing order,G10,,,EUR,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,21493756
2024,4,10,Group A,Group A,SDP,SDP,Client,Hedge Fund,Swaps,,G10,,,GBP,AUD,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,688396.12
2023,4,12,Group A,Bank S,FXall,MDP,Client,Real Money,Spot,,G10,,,USD,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,9130000
2023,1,3,Group A,Bank L,360T,MDP,Client,Bank,Swaps,,EM,,,EUR,RON,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,1734513
2023,4,12,Group A,Bank R,FXall,MDP,Client,Real Money,Swaps,,EM,,,CZK,HUF,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,5337453.473
2022,3,8,Group A,Bank S,FXall,MDP,Client,Real Money,Swaps,,EM,,,USD,CZK,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,41920000
2021,4,10,,NULL,Bloomberg,MDP,Client,Bank,Outrights,Algo Order - Time Based,G10,,,USD,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,29305.70293
2021,4,10,Group B,Group B,Other API,API,Client,Hedge Fund,Swaps,,G10,,,USD,CHF,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,5823641.252
2021,3,9,Group B,Bank A,FlexTrade,API,Client,Hedge Fund,Spot,,G10,,,EUR,JPY,AMER,,,,,,0,,,,,,,,0,,,,,,,5552181
2021,2,4,Group B,Bank N,FX Connect,MDP,Client,Bank,Swaps,Fixing order,G10,,,EUR,CHF,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,76174079.34
2021,1,1,Group B,Bank A,SDP,SDP,Client,Real Money,Spot,Fixing order,G10,,,EUR,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,1287019
2021,3,9,Group C,Group C,Other API,API,Client,Hedge Fund,Spot,,G10,,,EUR,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,596236.5
2023,1,1,Group C,Bank U,FXall,MDP,Client,Real Money,NDFs,,EM,,,CAD,CNY,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,16276487.89
2024,1,1,Group A,Group A,FXall,MDP,Client,Real Money,Outrights,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,4878881.985
2022,1,1,Group A,Group A,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,NOK,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,9767500
2025,1,1,Group B,Bank N,SDP,SDP,Client,Other,Outrights,,EM,,,EUR,TRY,AMER,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,1000000
2025,3,7,Group B,Group B,FXall,MDP,Client,Real Money,Spot,,G10,,,USD,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,24858604.21
2024,3,9,Group B,Bank I,Other API,API,Client,Hedge Fund,Spot,,G10,,,EUR,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,378088611.1
2023,4,12,Group B,Group B,FXSpotStream,API,Client,Bank,Swaps,,G10,,,USD,JPY,APAC,,,,,,0,,,,,,,,0,,,,,,,22160680
2023,2,6,Group B,Bank N,FX Connect,MDP,Client,Real Money,Spot,Fixing order,EM,,,JPY,HKD,AMER,,,,,,0,,,,,,,,0,,,,,,,1170934.713
2022,2,4,Group A,Bank S,Bloomberg,MDP,Client,Bank,Outrights,,EM,,,CNH,HKD,APAC,,,,,,0,,,,,,,,0,,,,,,,460000
2022,2,5,Group B,Bank B,Other,Other,Client,Real Money,Spot,Algo Order - Time Based,G10,,,USD,NZD,AMER,,,,,,0,,,,,,,,0,,,,,,,-69903.42622
2024,4,11,Group A,Bank R,FXSpotStream,API,Client,Bank,Spot,,G10,,,EUR,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,14593009.5
2024,4,10,Group A,Group A,FXall,MDP,Client,Bank,Spot,Algo Order - Liquidity Seeking,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,9003969.115
2024,3,7,Group A,Bank R,FXSpotStream,API,Client,Real Money,Spot,,EM,,,USD,CNH,AMER,,,,,,0,,,,,,,,0,,,,,,,1507773047
2022,4,12,Group B,Group B,SDP,SDP,Client,Bank,Swaps,,EM,,,JPY,ZAR,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,5181520
2023,3,7,Group A,Bank R,FXall,MDP,Client,Real Money,Outrights,Algo Order - Liquidity Seeking,G10,,,USD,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,1262066.456
2024,2,6,Group B,Bank A,SDP,SDP,Client,Hedge Fund,NDFs,,EM,,,USD,INR,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,48000000
2021,4,11,Group C,Group C,Integral,MDP,Client,Bank,Spot,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,11376558.96
2023,2,4,Group C,Bank V,Bloomberg,MDP,Client,Real Money,Outrights,,EM,,,EUR,HUF,AMER,,,,,,0,,,,,,,,0,,,,,,,4430459
2024,3,9,Group A,Bank L,API,API,Client,Real Money,Outrights,,G10,,,EUR,GBP,APAC,,,,,,0,,,,,,,,0,,,,,,,624016926
2021,3,8,Group B,Group B,Other API,API,Client,Real Money,Swaps,,G10,,,USD,NZD,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,1458588.428
2021,4,12,Group B,Bank I,Bloomberg,MDP,Client,Hedge Fund,Spot,,G10,,,NZD,NOK,EMEA,,,,,,0,,,,,,,,0,,,,,,,1014809.365
2021,1,1,Group A,Bank S,FXSpotStream,API,Client,Bank,Outrights,,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,520000
2021,1,2,Group A,Bank R,API,API,Client,Real Money,Swaps,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,6427720
2023,4,12,Group A,Bank L,360T,MDP,Client,Bank,Swaps,,EM,,,EUR,PLN,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,10893240
2021,1,3,Group A,Group A,API,API,Client,Real Money,Swaps,,EM,,,USD,SGD,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,79449.6
2024,2,6,Group A,Bank S,SDP,SDP,Client,Bank,Swaps,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,67427560000
2022,4,12,Group A,Bank S,FastMatch,ECN,ECN,Bank,NDFs,,EM,,,USD,PHP,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,46740000
2024,2,6,Group A,Group A,Other API,API,Client,Bank,Spot,,G10,,,GBP,CHF,APAC,,,,,,0,,,,,,,,0,,,,,,,1525000
2025,2,5,Group C,Bank O,SDP,SDP,Client,Corporate,Outrights,,G10,,,GBP,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,13218743
2025,2,5,Group A,Group A,FXSpotStream,API,Client,Bank,NDFs,,EM,,,USD,TWD,EMEA,,,,,,0,,,,,,NDS,,0,,,,,,,2260341.25
2025,3,7,Group A,Bank D,FXall,MDP,Client,Real Money,Swaps,,G10,,,CHF,DKK,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,15528249.69
2025,2,6,Group C,Bank W,FXSpotStream,API,Client,Bank,Swaps,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,48763890.49
2023,2,6,Group B,Bank I,FXall,MDP,Client,Hedge Fund,Outrights,,EM,,,USD,ILS,EMEA,,,,,,0,,,,,,,,0,,,,,,,23771427.74
2025,1,2,Group B,Bank A,Bloomberg,MDP,Client,Corporate,Swaps,,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,157250200
2025,1,2,Group C,Group C,BidFX,API,Client,Hedge Fund,Swaps,,G10,,,DKK,EUR,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,20772700.62
2023,4,12,Group B,Bank N,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,EUR,SEK,UNKNOWN,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2022,3,9,Group A,Bank D,FXall,MDP,Client,Real Money,Swaps,,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,23110000
2024,1,2,Group B,Bank N,FX Connect,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,EUR,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,38000000
2025,3,7,Group A,Bank S,BidFX,API,Client,Hedge Fund,Spot,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,333970000
2025,2,6,Group B,Bank I,FXall,MDP,Client,Bank,Swaps,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,2217890550
2022,2,6,Group C,Bank V,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,DKK,EUR,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,93641664
2022,4,10,Group B,Bank A,FXall,MDP,Client,Corporate,Spot,,EM,,,USD,HKD,AMER,,,,,,0,,,,,,,,0,,,,,,,46431258
2022,1,1,Group A,Bank D,FXall,MDP,Client,Real Money,Spot,,EM,,,JPY,ZAR,APAC,,,,,,0,,,,,,,,0,,,,,,,490000
2024,1,2,Group B,Bank I,FlexTrade,API,Client,Hedge Fund,Swaps,,EM,,,USD,PLN,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,16603084.11
2023,1,1,Group A,Group A,FXall,MDP,Client,Real Money,Spot,Algo Order - Liquidity Seeking,G10,,,EUR,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,1074487.571
2021,1,3,Group C,Group C,Portware,API,Client,Real Money,Spot,,G10,,,USD,AUD,AMER,,,,,,0,,,,,,,,0,,,,,,,4506047.75
2021,4,10,Group A,Group A,Bloomberg,MDP,Client,Hedge Fund,Spot,Fixing order,EM,,,USD,THB,APAC,,,,,,0,,,,,,,,0,,,,,,,2201531.75
2023,4,12,Group A,Bank R,FX Connect,MDP,Client,Real Money,Outrights,Fixing order,G10,,,JPY,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,242223.5615
2023,2,5,Group B,Bank Q,SDP,SDP,Client,Corporate,Swaps,,EM,,,AUD,AED,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,187462.9588
2023,1,3,Group B,Bank B,SDP,SDP,Client,Hedge Fund,Spot,Algo Order - Volume Based,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,,,0,,,,,,,3924107.919
2024,1,1,Group C,Bank V,360T,MDP,Client,Bank,Swaps,,G10,,,USD,JPY,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,7597493
2024,2,5,Group A,Group A,Bloomberg,MDP,Client,Real Money,Swaps,,EM,,,USD,HKD,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,55878680.27
2022,3,9,Group A,Group A,Currenex,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,47015000
2022,4,10,Group C,Bank W,FXall,MDP,Client,Hedge Fund,Outrights,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,10457502.36
2022,1,3,Group C,Bank O,FXall,MDP,Client,Corporate,Swaps,,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,4041331
2022,3,8,Group B,Bank N,SDP,SDP,Client,Bank,Spot,Algo order,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,-21010000
2022,2,4,Group A,Bank R,BidFX,API,Client,Real Money,Swaps,,EM,,,USD,MXN,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,891816.8
2021,3,7,,NULL,SDP,SDP,Client,Corporate,Outrights,,EM,,,GBP,TRY,EMEA,,,,,,0,,,,,,,,0,,,,,,,777225.8754
2021,3,8,Group A,Bank D,Bloomberg,MDP,Client,Corporate,Outrights,,EM,,,USD,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,5980000
2021,2,4,Group B,Bank Q,Currenex,MDP,Client,Hedge Fund,Spot,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,2410060.226
2025,1,2,Group A,Group A,SDP,SDP,Client,Real Money,Outrights,,G10,,,EUR,AUD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,796296.045
2022,4,10,Group B,Bank I,FXall,MDP,Client,Real Money,Swaps,,G10,,,DKK,GBP,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,28492.13212
2024,3,9,Group A,Group A,FXSpotStream,API,Client,Bank,Spot,Algo Order - Liquidity Seeking,G10,,,USD,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,2654806.698
2023,4,12,Group A,Group A,Other API,API,Client,Real Money,Outrights,Fixing order,G10,,,CHF,SEK,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,645000
2023,1,2,Group C,Group C,BidFX,API,Client,Hedge Fund,Swaps,,G10,,,EUR,AUD,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,894726.7924
2025,2,6,Group A,Bank L,SDP,SDP,Client,Corporate,Spot,,G10,,,USD,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,8396130.279
2022,4,10,Group B,Bank B,API,API,Client,Corporate,Outrights,,G10,,,AUD,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,12500
2023,3,9,Group C,Group C,EBS Direct,MDP,Client,Bank,Spot,,G10,,,GBP,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,414878.2838
2025,2,6,Group B,Bank A,SDP,SDP,Client,Bank,Swaps,,G10,,,EUR,JPY,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,674313041.6
2023,4,12,Group C,Bank U,360T,MDP,Client,Corporate,Outrights,,EM,,,USD,CNH,AMER,,,,,,0,,,,,,,,0,,,,,,,3378992.47
2024,1,1,Group C,Bank U,Bloomberg,MDP,Client,Corporate,Swaps,,EM,,,EUR,CZK,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,14646297.64
2024,3,8,Group A,Bank S,Bloomberg,MDP,Client,Bank,Spot,,EM,,,AUD,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,4650000
2024,1,3,Group A,Group A,FXall,MDP,Client,Corporate,Swaps,,EM,,,SEK,CNH,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,55762.96559
2023,4,10,Group B,Group B,360T,MDP,Client,Corporate,NDFs,,EM,,,EUR,INR,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,16560567.18
2023,3,8,Group B,Group B,Other API,API,Client,Hedge Fund,Spot,,EM,,,USD,THB,EMEA,,,,,,0,,,,,,,,0,,,,,,,32764863.35
2023,4,12,Group A,Group A,Bloomberg,MDP,Client,Real Money,Swaps,,G10,,,EUR,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,299163725
2023,4,12,Group B,Bank N,FXSpotStream,API,Client,Bank,Swaps,,G10,,,USD,EUR,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,3055911204
2023,1,1,Group C,Bank O,SDP,SDP,Client,Corporate,Spot,,G10,,,GBP,CAD,AMER,,,,,,0,,,,,,,,0,,,,,,,46705
2023,2,4,Group B,Group B,SDP,SDP,Client,Corporate,Swaps,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,57622.824
2024,2,5,Group A,Bank R,FX Connect,MDP,Client,Real Money,Outrights,Algo Order - Time Based,EM,,,USD,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,393062.8852
2024,4,12,Group C,Bank W,FXall,MDP,Client,Hedge Fund,Outrights,,G10,,,EUR,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,30651251.76
2024,2,6,Group A,Group A,FXall,MDP,Client,Real Money,Spot,,G10,,,JPY,NOK,APAC,,,,,,0,,,,,,,,0,,,,,,,70383
2021,2,5,Group C,Bank W,SDP,SDP,Client,Hedge Fund,Swaps,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,5508044.713
2021,1,2,Group A,Bank R,SDP,SDP,Client,Real Money,Outrights,Algo Order - Time Based,G10,,,USD,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,77554656
2021,4,11,Group A,Group A,Currenex,MDP,Client,Other,Spot,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2021,1,1,Group B,Bank N,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,EUR,CAD,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,1508159.3
2021,2,4,Group A,Group A,Currenex,MDP,Client,Corporate,Spot,,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,282198.505
2021,2,6,,NULL,Integral,MDP,Client,Corporate,Swaps,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,9134486.572
2021,4,12,Group B,Bank I,Bloomberg,MDP,Client,Bank,Swaps,,G10,,,USD,CAD,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,8901045.872
2022,2,4,Group B,Group B,FXall,MDP,Client,Hedge Fund,Spot,,EM,,,EUR,ZAR,EMEA,,,,,,0,,,,,,,,0,,,,,,,24491.02665
2021,4,12,Group B,Group B,API,API,Client,Corporate,Swaps,,G10,,,GBP,CAD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,2085241.64
2021,2,5,Group A,Bank R,BidFX,API,Client,Hedge Fund,Spot,,G10,,,EUR,AUD,AMER,,,,,,0,,,,,,,,0,,,,,,,3019750
2025,2,4,Group A,Bank R,Portware,API,Client,Hedge Fund,Outrights,Algo Order - Time Based,G10,,,USD,AUD,UNKNOWN,,,,,,0,,,,,,,,0,,,,,,,16948.35317
2022,4,12,Group A,Bank L,360T,MDP,Client,Corporate,NDFs,,EM,,,USD,PHP,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,3400000
2024,4,12,Group A,Bank D,Bloomberg,MDP,Client,Hedge Fund,Swaps,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,297825925.8
2022,2,6,Group B,Bank B,Other,Other,Client,Real Money,Spot,Algo order - Aggressive,G10,,,USD,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,0
2025,1,1,Group B,Bank B,SDP,SDP,Client,Hedge Fund,Outrights,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,,,0,,,,,,,263970000
2025,3,7,Group B,Bank Q,FXall,MDP,Client,Real Money,Spot,,G10,,,JPY,NOK,APAC,,,,,,0,,,,,,,,0,,,,,,,937642.1544
2025,2,4,Group A,Bank L,API,API,Client,Real Money,Swaps,,EM,,,USD,THB,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,6369318
2025,2,4,Group A,Bank D,360T,MDP,Client,Real Money,Spot,,EM,,,EUR,MXN,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2024,1,1,Group A,Bank D,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,CHF,HKD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,1470266.59
2023,3,7,Group A,Bank D,360T,MDP,Client,Bank,Outrights,,G10,,,USD,DKK,AMER,,,,,,0,,,,,,,,0,,,,,,,972478.85
2022,1,1,Group B,Bank I,FlexTrade,API,Client,Bank,Spot,,G10,,,EUR,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,22475469.58
2025,1,2,Group C,Group C,Integral,MDP,Client,Bank,Outrights,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,155943.7033
2024,2,4,Group A,Group A,FXall,MDP,Client,Corporate,Swaps,,EM,,,USD,ZAR,EMEA,,,,,,0,,,,,,> 1 year,,0,,,,,,,66002.4
2024,1,2,Group A,Bank L,FXall,MDP,Client,Real Money,Outrights,,G10,,,USD,DKK,EMEA,,,,,,0,,,,,,,,0,,,,,,,179240543.4
2024,3,9,Group C,Bank U,BidFX,API,Client,Hedge Fund,NDFs,,EM,,,USD,CLP,AMER,,,,,,0,,,,,,NDFs,,0,,,,,,,49861828.8
2024,4,12,Group A,Bank S,EBS Direct,MDP,Client,Bank,Spot,,G10,,,AUD,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,3760000
2021,1,2,Group C,Bank U,Other API,API,Client,Corporate,Outrights,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,15000.15
2021,1,2,Group A,Group A,FlexTrade,API,Client,Real Money,Swaps,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,3872612.625
2021,3,7,Group A,Bank R,360T,MDP,Client,Corporate,Swaps,,EM,,,AUD,MYR,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,113186.8
2022,2,5,Group A,Group A,FlexTrade,API,Client,Hedge Fund,Spot,,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,,,0,,,,,,,3945000
